Hotel Names,Price,Rating,Amenities,Info,Attractions,Address,City,Latitude,Longitude
Lemon Tree Premier City Center Pune,$ 57,5.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesFree internetWifiInternetHot bathOutdoor poolBar / loungeRestaurantBreakfast buffetCar hireBanquet roomMeeting roomsSpa24-hour securityConciergeCurrency exchangeNon-smoking hotel24-hour front deskDry cleaningLaundry serviceIroning service,"Lemon Tree Premier, City Center, Pune is situated in the heart of the city, which is a hub for business, education and entertainment. Conveniently located on Connaught Road, it is just 5 minutes away from the railway station and key government and commercial offices on Senapati Bapat Road. A paved driveway accentuated by green vertical gardens and a cascading wall fountain, invite you into this new age contemporary hotel. Its stylish atrium lobby, dressed in bright hues along with the striking modern art, creates a refreshing space. The cozy seating areas make it a perfect setting for informal meetings and conversations.","('Darshan Museum', 'Inox Movies', 'Mystik Astrology', 'Bund Garden')","15 & 15a City Center Connaught Road, Pune 411001 India",Pune,,
The Corinthians Resort & Club,$ 50,4.5,Free parkingFree internetFitness Centre with Gym / Workout RoomPoolBar / loungeGame roomTennis courtBabysittingParkingWifiInternetIndoor poolOutdoor poolRestaurantBreakfast availableBreakfast buffetSwimup barPoolside barDartsEntertainment staffEvening entertainmentIndoor play area for childrenKids clubKids' outdoor play equipmentAirport transportationTaxi serviceBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsSpaSalonRooftop terrace24-hour securityConciergeNewspaperButler serviceDoorperson24-hour front deskDry cleaningLaundry serviceIroning service,"The Corinthians is a five-star hotel located in the verdant hilltop of South Pune. Well-appointed Rooms, Executive and Presidential Suites designed in Moroccan architecture, The Corinthians Boutique Hotel reflects the glory of a bygone era, re-created with all minute details, providing all the modern amenities that the business traveler would wish to have. A stay at The Corinthians Resort & Club promises to be a visual and sensual delight, in true sense.","('Darshan Museum', 'The Hidden Hour', 'Dagadusheth Halwai Ganapati Temple', 'ISKCON NVCC Temple')","Nyati County, NIBM Annex South Pune, Pune 411001 India",Pune,,
Royal Orchid Golden Suites,$ 49,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomFree breakfastBicycle rentalAirport transportationBusiness Centre with Internet AccessConference facilitiesFree internetWifiPublic wifiInternetSaunaBar / loungeRestaurantBreakfast availableBreakfast buffetBanquet roomMeeting roomsConciergeDry cleaningLaundry serviceIroning service,"Royal Orchid Golden Suites is an excellent choice for travellers visiting Pune, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.	Royal Orchid Golden Hotel is a family-friendly hotel offering a flat screen TV, air conditioning, and a minibar in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.	The hotel features a concierge and room service. Plus, guests can enjoy a fitness center and breakfast, which have made this a popular choice among travellers visiting Pune. For guests with a vehicle, free parking is available.	Close to some of Pune's most popular landmarks, such as Gandhi National Memorial (0.6 km) and Nitesh HUB (0.9 km), Royal Orchid Golden Suites is a great destination for tourists.	Pune has plenty of Asian restaurants. So when you’re here, be sure to check out popular spots like Atmosphere 6, Rajdhani Thali, and Feast, which are serving up some great dishes.	If you’re looking for things to do, you can check out Osho Teerth Park (1.5 km), Koregaon Park (1.3 km), or Chokhi Dhani (1.0 km), which are popular attractions amongst tourists, and they are all within walking distance.	Enjoy your stay in Pune!	","('Gandhi National Memorial', 'The House Of Medici', 'Funky Monkeys Play Center Pune', 'Joggers Park')","Opp Cerebrum It Park Kalyani Nagar, Pune 411014 India",Pune,,
Conrad Pune,$ 129,5.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastBabysittingAirport transportationBusiness Centre with Internet AccessValet parkingParkingFree internetWifiPaid internetInternetSaunaHot bathOutdoor poolHeated poolBar / loungeRestaurantBreakfast buffetPoolside barCar hireTaxi serviceConference facilitiesBanquet roomMeeting roomsSpaSalon24-hour securityBaggage storageConciergeNewspaperButler serviceDoorpersonDry cleaningLaundry serviceIroning serviceShoeshine,"The smart luxury and intuitive service of the Conrad Hotels & Resorts brand debuted in India with Conrad Pune, located in the heart of the central business district, the hotel offers an easy access to the city’s IT and business hubs including Magarpatta, Kharadi, Hinjewadi and Pimpri-Chinchwad, as well as the airport. The hotel’s 310 luxurious guest rooms including 20 suites offer the very latest in-room technology and luxuries like signature Conrad amenities, plush bedding and five-fixture marble bathrooms with walk-in rain showers and soak tubs. Conrad Pune's award winning dining options are sure to leave one satisfied, the hotel boasts of three innovative restaurants, a chic bar, a unique poolside café, delightful delicatessen and a lobby lounge. Guests can go in for a quick rejuvenation session at Conrad Spa to relax mind and body. All the above mentioned elements complimented with cheerful and ever attentive staff are sure to create a great experience for guests.","('Pune Tribal Museum', 'Ganesha Temple', 'Vandevi Mandir', 'Jewel Square Mall')","7 Mangaldas Road, Pune 411001 India",Pune,,
The Pride Hotel,$ 46,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastNightclub / DJAirport transportationBusiness Centre with Internet AccessValet parkingParkingFree internetWifiPaid internetInternetSaunaOutdoor poolBar / loungeCoffee shopRestaurantBreakfast buffetSwimup barTaxi serviceConference facilitiesBanquet roomMeeting roomsSpaMassageSalonSteam room24-hour securityConcierge24-hour front deskDry cleaningLaundry serviceIroning service,"At The Pride Hotel Pune, a world of modern luxury and architectural delight awaits you. Comfort and convenience are evident throughout all 111 guest rooms and suites. All rooms are provided with top of the line amenities including tea / coffee maker in all rooms, cable TV with in-room movies, telecom lines, high speed broadband connectivity, in room electronic safes, well stocked mini bar and electronic locks for enhanced safety.","('Pataleshwar Cave Temple', 'E Square Multiplex', 'Mahatma Phule Museum', 'Surya Mukhi Gurudutt Mandir')","5 University Road, Pune 411005 India",Pune,,
ibis Pune Viman Nagar,$ 57,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomFree breakfastGame roomKids stay freeAirport transportationBusiness Centre with Internet AccessValet parkingParkingFree internetWifiPublic wifiInternetBar / loungeRestaurantBreakfast buffetSnack barCar hireTaxi serviceConference facilitiesBanquet roomMeeting roomsFax / photocopying24-hour securityBaggage storageNewspaperDoorperson24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"ibis, the international economy hotel brand of Accor and the worldwide reference in the economy industry, has opened its doors to Pune with the launch of ibis Pune. Ibis Pune offers 160 comfortable, well-designed, fully equipped guest rooms with en suite modular bathrooms, contemporary fit-out including flatscreen TV, Wi-Fi and broadband internet access to suit the needs of business and leisure travellers. The hotel is located five minutes from the Pune international airport.","('Phoenix Market City', 'Inorbit', 'Smaaash', 'All Rounder Shots')","Nagar Road Survey 32 Pune Nagar Road, Pune 411014 India",Pune,,
Hyatt Pune,$ 79,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastKids stay freeAirport transportationBusiness Centre with Internet AccessValet parkingParkingFree internetWifiInternetPool / beach towelsInfinity poolOutdoor poolBar / loungeRestaurantBreakfast buffetCar hireConference facilitiesBanquet roomMeeting roomsSpaMassage24-hour securityBaggage storageConciergeNewspaperButler serviceDoorperson24-hour front deskDry cleaningLaundry serviceIroning serviceShoeshine,"Hyatt Pune is an upscale Business Hotel with an intimate, tranquil and serene ambience. Located within close proximity of Pune airport, key business hubs and entertainment/shopping areas,the hotel is ideal for transient guests and small to medium size social and corporate events.","('Joggers Park', 'Gold Adlabs', 'Tilting Art Gallery', 'The Bombay Store')","88 Adjacent To Aga Khan Palace Nagar Road, Pune 411006 India",Pune,,
Royal Orchid Central Pune,$ 53,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastFree airport transportationBusiness Centre with Internet AccessConference facilitiesFree internetWifiInternetHot bathInfinity poolRooftop poolIndoor poolOutdoor poolBar / loungeCoffee shopRestaurantBreakfast buffetBreakfast in the roomSwimup barPoolside barRooftop barAirport transportationCar hireTaxi serviceBanquet roomMeeting roomsRooftop terrace24-hour securityBaggage storageConciergeNewspaperButler service24-hour front deskDry cleaningLaundry serviceIroning service,"Royal Orchid Central – the upscale Business hotel centrally located in the heart of Pune City, which is carefully designed keeping in mind the diverse needs of today’s discerning global business traveler.","('Gandhi National Memorial', 'The House Of Medici', 'Funky Monkeys Play Center Pune', 'Joggers Park')","Kalyani Nagar Marisoft Annexe, Pune 411014 India",Pune,,
The Central Park Hotel,$ 48,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesValet parkingFree internetWifiInternetFitness / spa changing roomsRooftop poolOutdoor poolBar / loungeRestaurantBreakfast availableBreakfast buffetCar hireTaxi serviceBanquet roomMeeting roomsSpaRooftop terrace24-hour securityBaggage storageConciergeNewspaperDoorpersonFirst aid kit24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"Centrally located in the corporate hub with a multiplex in the vicinity, 15 minute drive from the airport and 5 minutes from the railway station. The hotel well equipped with all modern amenities and facilities like wi-fi, swimming pool, gym, spa, 24 hours room service, choice of restaurants, travel assistance, business center, doctor on call, money exchange, airport and railway station transfers are complimentary.","('Darshan Museum', 'Inox Movies', 'Lifestyle Mall', 'Mystik Astrology')","Bund Garden Road Near Inox Multiplex, Pune 411001 India",Pune,,
Lemon Tree Hotel,$ 51,5.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomBar / loungeAirport transportationBusiness Centre with Internet AccessConference facilitiesConciergeFree internetWifiPublic wifiInternetRestaurantBreakfast availableBanquet roomMeeting roomsDry cleaningLaundry service,"Located in the heart of the IT hub of Pune, Lemon Tree Hotel, Viman Nagaris a short five-minute drive from Pune International Airport. Strategically situated in immediate proximity to Weikfield IT hub, EON IT Park, Cerebrum IT Park and not far from key tourist attractions like Aga Khan Palace and Empress Garden, this hotel is ideal for business and leisure travellers to the city.","('Phoenix Market City', 'Inorbit', 'All Rounder Shots', 'Retox')","100-101, Viman Nagar Sakore Nagar Road, Sakore Nagar, Pune 411014 India",Pune,,
JW Marriott Hotel Pune,$ 134,4.5,Free parkingFree internetFitness Centre with Gym / Workout RoomPoolBar / loungeNightclub / DJKids stay freeBabysittingValet parkingSecured parkingParkingWifiPublic wifiPaid wifiPaid internetInternetYoga classesFitness / spa changing roomsFitness classesPersonal trainerSaunaPool / beach towelsOutdoor poolCoffee shopRestaurantBreakfast availableBreakfast buffetBreakfast in the roomKid-friendly buffetKids' mealsOutdoor dining areaSpecial diet menusWine / champagnePoolside barRooftop barIndoor play area for childrenChildren Activities (Kid / Family Friendly)Airport transportationCar hireBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsFax / photocopyingPhoto copier / fax In business centreSpaBody wrapCouples massageFacial treatmentsFoot bathFoot massageFull body massageHand massageHead massageManicureMassageNeck massagePedicureSalonSteam roomRooftop terrace24-hour securityBaggage storageConciergeExecutive lounge accessNewspaperNon-smoking hotelShopsSun loungers / beach chairsATM on siteButler serviceDoorpersonFirst aid kitUmbrella24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"Conveniently located near the Pune airport and Mumbai-Pune expressway in Pune, India, JW Marriott Hotel Pune features outstanding amenities and flawlessly integrated eco-friendly enhancements awarded with LEED Gold certification. For guests traveling on business, our Pune hotel's amenities include wireless connectivity, large desks with ergonomic chairs, in-room vaults for laptops & valuables and cooked-to-order breakfasts to help you start the day. With almost 40,000 sq ft of meeting space our hotel can accommodate up to 2,000 guests. The hotel also offers ideal access to many tourist attractions, including historic forts, museums, shopping districts and hill stations. Guests at our the hotel can also enjoy an array of delectable options just steps from their door including contemporary international fare, Italian cuisine, specialty vegetarian creations, and North Indian delicacies. Discover extraordinary style and service JW Marriott Hotel Pune.",,"Senapati Bapat Road, Pune 411053 India",Pune,,
Hyatt Regency Pune & Residences,$ 98,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolBar / loungeKids stay freeBabysittingFree airport transportationValet parkingParkingFree internetWifiInternetFitness / spa changing roomsSaunaHot bathIndoor poolHeated poolRestaurantBreakfast availableBreakfast buffetAirport transportationCar hireBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsSpaFacial treatmentsMassageRooftop terrace24-hour securityBaggage storageConciergeCurrency exchangeNewspaperNon-smoking hotelButler serviceDoorperson24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning service,"Hyatt Regency Pune is the city's premier 5-star deluxe hotel, centrally located within Weikfield IT Park with close proximity to the Pune Airport, Magarpatta and EON commercial districts. It is also steps away from the Phoenix Market City Mall and entertainment areas of Koregaon Park and Kalyani Nagar. A unique combination of 222 spacious rooms and 81 fully equipped service apartments, 40,000 sq. ft. of modern and contemporary event spaces, including the contemporary EQ:IQ, wedding and conference facilities, the hotel also offers a variety of innovative dining options. A state-of-the-art fitness center, temperature controlled indoor pool, Arogya spa and kids play area make for recreational facilities. Guests can also enjoy our business facilities, high-speed Internet access, secretarial services, parking for over 300 vehicles and airport transfer services to Pune and Mumbai in a fleet of hotel cars.","('Phoenix Market City', 'Inorbit', 'Smaaash', 'All Rounder Shots')","Weikfield IT Park, Nagar Road, Pune 411014 India",Pune,,
The O Hotel,$ 64,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolBar / loungeAirport transportationBusiness Centre with Internet AccessConference facilitiesFree internetWifiPublic wifiInternetHot bathRooftop poolOutdoor poolRestaurantBreakfast buffetPoolside barRooftop barBanquet roomMeeting roomsSpaMassageRooftop terraceConcierge24-hour front deskDry cleaningLaundry service,"Blending design and top notch service, The O Hotel is located on the main road of Koregaon Park and has 99 rooms and 13 suites Room types are O Deluxe , O Suite , Presidential Suite.Dining Options:Harajuku :Authentic Japanese RestaurantKitsch : Coffee shop Addah : Rooftop Indian restaurant(Dinner only)Lobby Bar, Cufflinks-The Executive club lounge,","('Clue Hunt Pune', 'Shree Siddheshwar Ganesh Mandir', 'Easy Lounge Bar', 'Jepun Bali Spa Pvt Ltd')","North Main Road Koregaon Park, Pune 411001 India",Pune,,
Hotel Sagar Plaza,$ 40,4.0,Free parkingFree High Speed Internet (WiFi)PoolFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessConference facilitiesSecured parkingFree internetWifiPublic wifiInternetBar / loungeRestaurantBreakfast availableBreakfast buffetSpecial diet menusCar hireBanquet roomMeeting roomsFax / photocopyingBaggage storageConciergeCurrency exchangeGift shopNewspaperSun terrace24-hour front deskDry cleaningLaundry serviceIroning serviceShoeshine,"Hotel Sagar Plaza, Pune India, is the premiere deluxe 4 star hotel located in the heart of the city. Within 5 minutes from the Railway Station and 15 minutes drive from the Airport.","('Darshan Museum', ""St. Paul's Anglican Church"", 'Ohel David Synagogue', 'ResQRoom')","1, Bund Garden Road,, Pune 411001 India",Pune,,
Novotel Pune Nagar Road,$ 68,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolBar / loungeKids stay freeIndoor play area for childrenFree airport transportationValet parkingSecured parkingParkingFree internetWifiInternetPool / beach towelsRooftop poolIndoor poolOutdoor poolRestaurantBreakfast availableBreakfast buffetSwimup barPoolside barChildren Activities (Kid / Family Friendly)Kids clubAirport transportationTaxi serviceBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting rooms24-hour securityConciergeNon-smoking hotelDry cleaningLaundry serviceIroning service,"Novotel Pune, 8 minutes drive from Pune Airport, offers 223 ergonomically designed rooms catering to various needs of the guests. The hotel offers multiple dining options, fitness centre, outdoor swimming pool, kid's play area and meeting and events facilities. The hotel is only 5 minutes walk from the spectacular Pheonix Market City and for the guests interested in art of living will be more than happy to reach Osho International at Pune upmarket, Koregaon Park locality in just 20 minutes' drive. It offers easy access to the IT and business hubs of the city including Kharadi, Kalyani Nagar, Magarpatta, Hinjewadi, Pimpri- Chinchwad, Yerwada and the best shopping, entertainment and dining options of the city. Our leisure guests who wish to explore the city can reach Agakhan Palace in just 4 minutes' drive from hotel without any hassle. The elegant minimalist rooms and suites offers complimentary Wi-Fi, flat-screen TVs and iPod docks, as well as desks, minibars and tea and coffee making facilities. Suites add separate living rooms and in room amenities. For the guests who wishes to have a lazy meal at room can avail room service facilities for 24 hours, offering numerous options from In-Room Dining Menu. Novotel Pune offers multiple dining facilities, Fitness Centre, Open- air swimming pool, Kid's Play area and meeting rooms for business travelers. For fitness enthusiastic, who do not want to miss their work out even while they are travelling can avail our 24 hours Fitness centre, next to the swimming pool. Children are our special guests and Novotel offers free accommodation and breakfast for 2 children under 16 years of age sharing their parent's room or a 50% discount on the second room for the children. Children can get themselves entertained at our Kid's play corner with Xbox 360, Kapla set and Play Table. We also have a dedicated Kid's menu designed keeping in mind the needful nutrition for Children. While Children can engage themselves at Kid's corner, adults can extract various kinds of needful information from our Virtual Concierge, In addition to that, guests can also use Web Corner on Mac in the lobby with free Internet access. The restaurants at Novotel Pune are one of the finest restaurants of the city offering various national and international delicacies. The Square, all day dining restaurant at Novotel Pune offers multi-cuisine delicacies pampering the taste buds of the guests round the globe while Fuzion, our specialty Indian restaurant, offers Indian food with Western tinge which is a big time favourite for our guests. To pamper the sweet tooth, guests can reach in our Pastry Shop called Crust offering alluring desserts and various kinds of mocktails and fresh juices. Soak, the open air lounge at second floor, is a favourite destination for our guests with their family, friends and colleagues offering sizzling food and beverages. Novotel Pune is a home to various events of the city offering 11,000 square feet of indoor and outdoor banqueting space catering to all the needs of guests. The hotel offers 6 meeting rooms in addition to a divisible Ballroom accommodating upto 500 guests. The dedicated Event management team at Novotel Pune makes sure that every needs of the guests are meet from planning to execution.","('Phoenix Market City', 'Smaaash', 'All Rounder Shots', 'Chokhi Dhani')","Weikfield IT City Infopark, Pune 411014 India",Pune,,
Mantra Resort Pune,$ 36,4.0,Free parkingYoga roomPoolBar / loungeArcheryBadmintonChildren's playgroundIndoor play area for childrenElectric vehicle charging stationFree private parking nearbyFree public parking nearbyValet parkingPaid private parking on-siteParkingPool / beach towelsOutdoor poolShallow end in poolFence around poolCoffee shopRestaurantBreakfast availableBreakfast buffetComplimentary welcome drinkKid-friendly buffetKids' mealsOutdoor dining areaDivingGame roomMini golfWater parkArchery offsiteDartsKaraokeWalking toursWater park offsiteWaterslideNightclub / DJChildren Activities (Kid / Family Friendly)Kids clubKids' outdoor play equipmentAirport transportationCar hireTaxi serviceBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsFax / photocopyingSpaFoot bathFoot massageFull body massageHand massageHead massageManicureMassageNeck massagePedicureSteam room24-hour securityBBQ facilitiesBaggage storageConvenience storeGift shopOutdoor fireplacePicnic areaSun loungers / beach chairsFirst aid kitUmbrella24-hour front deskExpress check-in / check-outClothes dryerLaundry service,"Situated in the picturesque hills, at with a picture-perfect backdrop of the mountain ranges of Sahyadris & backwaters of Bhatgar Mantra is a hill station in the vicinity of Pune, Maharashtra (55 km from city centre) overlooking the Sahyadri ranges and backwaters..spread across 40 acres with a stunning view of Nature in all its glory.",,"Village Karandi Khurd Jaikhing, Pune 412206 India",Pune,,
St Laurn Business Hotel,$ 29,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastBabysittingAirport transportationBusiness Centre with Internet AccessParkingFree internetWifiInternetHot bathRooftop poolOutdoor poolBar / loungeRestaurantBreakfast buffetCar hireTaxi serviceConference facilitiesBanquet roomMeeting roomsRooftop terrace24-hour securityConciergeNewspaperNon-smoking hotelDoorperson24-hour front deskDry cleaningLaundry serviceIroning serviceShoeshine,"St Laurn is a smart and sophisticated business hotel in Pune. Close proximity to the Pune airport and railway station makes it very convenient for the business traveller. Soaring high above in the up-market Koregaon Park area famous for its business establishments and multi cuisine restaurants, St Laurn is the ideal environment for the discerning corporate traveller. Modern and urbane, its breakaway technology coupled with warm personalized service makes it one of the best contemporary hotels for jet set corporate and leisure travelers. Style and comfort. Professional and polished. A warm welcome awaits you.","('Pune Tribal Museum', 'Ganesha Temple', 'Clue Hunt Pune', 'Shree Siddheshwar Ganesh Mandir')","15 A Koregaon Road Vasani Nagar, Koregaon Park, Pune 411001 India",Pune,,
Radisson Blu Hotel Pune Kharadi,$ 74,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastKids stay freeAirport transportationBusiness Centre with Internet AccessParkingFree internetWifiPublic wifiInternetFitness / spa changing roomsRooftop poolOutdoor poolBar / loungeRestaurantBreakfast availableBreakfast buffetCar hireTaxi serviceConference facilitiesBanquet roomMeeting roomsSpa24-hour securityBaggage storageConciergeNewspaperButler serviceDoorpersonDry cleaningLaundry serviceIroning service,"Award-winning business hotel in Pune. Welcome to the Radisson Blu Hotel Pune Kharadi, where guests experience world-class personalized service with modern accommodations and close proximity to the business zones of EON IT Park,World Trade Centre, Magarpatta and Ranjangaon MIDC. Situated just five kilometers from Pune International Airport (PNQ), our sleek, stylish hotel offers all the comforts of home in 141 spacious, well-equipped guest rooms, including free high-speed, wireless Internet and flat-screen televisions. Make your mornings more prolific by enjoying a workout in the fitness center or a swim in the sparkling rooftop swimming pool. The hotel provides the latest security systems, CCTV cameras and a baggage scanner with 24 Hrs manned security. Enjoy our inspiring culinary experiences beginning with a multi-cuisine treat at Carmine, Mexican, Italian & Indian dishes at The Bridge-Connecting Cuisines with Live western music by our lady singer, tempting kababs at The Great Kabab Factory along with Live Ghazals on weekends and delicious baked goodies at Citrine. In addition to 1,400 square meters of meeting space and a state-of-the-art business center, the Radisson Blu Pune also offers a rejuvenating on-site Spa. Commuting in and out of the city is easier as it's conveniently located just five kilometers from Pune International Airport (PNQ). Exacting standards and a commitment to excellence drive the friendly, professional staff at the Radisson Blu Hotel Pune, where guests discover personalized attention and welcoming amenities like Free high-speed wireless, Internet, doctor on call, fitness centre, a spa, on-site dining, a swimming pool, laundry, valet parking, a modern business center and Express Check-Out are just a few of the amenities that make guests feel welcome The manager and reception staff is available 24 hours a day to ensure your visit is memorable for all the right reasons. Events both large and small shine in the event space at the Radisson Blu Hotel Pune Kharadi, featuring 1,400 square meters of flexible space for up to 600 guests. Choose the two banquet and convention halls for corporate conferences and gala wedding receptions, or select from three meeting rooms and a rooftop function area for more intimate gatherings.For weddings, Radisson Blu Hotel Pune Kharadi helps ensure that your special day is both stress free and one of a kind by assisting with every detail of the planning process as we help you make your dreams come to life. Select from a range of elegant options including cocktail receptions, sit-down dinners and stand-up buffets as guests dine on a delicious menu specially crafted from your selections. Whether you're hosting an intimate reception for 20 or a grand banquet for 600, the team at the Radisson Blu Pune stands ready to make your day one to remember. Refresh and rejuvenate at our spa in Pune, make your way to experience tranquility and personalized attention at Spa Blu, sleek and sophisticated on-site spa. Opt for a range of health treatments suited to meet your needs, including facial and body treatments that focus on repairing cell damage and rebalancing skin to its natural, youthful glow. Designed to promote deep relaxation, soothe the senses and calm the mind through massages like deep tissue, reflexology, relaxation/Swedish and remedial options. As part of our spa in Pune, guests enjoy a health club with a meditation room, a steam room and a gym. Salon services for both men and women are available, as are detoxifying wraps, body exfoliation, manicure and pedicure enjoying a workout in the fitness center or a swim in the sparkling rooftop swimming pool. Services near the hotel: Pune International Airport (5 km) Pune Railway Station (10 km) Directions from Pune International Airport Exit airport and drive towards the Nagar Road for 500 meters through New Viman Nagar Road. Take a left-turn towards Ahmednagar Maharashtra State Highway 27 and drive to Kharadi Magarpatta Bypass. Turn Right on Kharadi Bypass and take a Drive straight for about 550 Meters Radisson Blu Hotel Pune is the left.",,"Nagar Bypass Road Kharadi, Pune 411014 India",Pune,,
Ramee Grand Hotel Pune,$ 63,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesValet parkingParkingFree internetWifiInternetRooftop poolBar / loungeCoffee shopRestaurantBreakfast buffetCar hireBanquet roomMeeting roomsSpaBaggage storageConciergeCurrency exchangeNewspaperNon-smoking hotel24-hour front deskExpress check-in / check-outDry cleaningLaundry service,"Welcome to the Oxford of the East, PuneRamee Grand Hotel Pune , is another regal 5-star budget hotel in Pune. In tune with its common organizational ethics, service ethos and customer care culture, Ramee Grand Hotel Pune, is technologically well-equipped with every requirement of the business and leisure customers. In addition, of course, is the personalized, warm hospitality that Ramee Group is globally known for.From the sensuous sensation of the charismatic dawn to the soothing panorama of the horizon that beckons the sublime darkness to imparting the most pleasant experience in between, that’s Ramee Grand Hotel Pune.Ramee Grand Hotel Pune offers a wide array of fascinating rooms, palatable cuisines, relaxation points, entertainment & enjoyment avenues and corporate requirements. Be it various accommodation options, health spas, dining places, conference rooms with wireless internet facility to wedding and banquet facilities.Pune is renowned for its various cultural activities like classical music, spirituality, theater, sports, and literature.Welcome to Pune, the cultural capital of Maharashtra!!!","('Shaniwar Wada', 'Sgs Mall', 'Pavna River', 'Pratha - The Jewellery Studio')","587 Apte Road Shivaji Nagar, Pune 411004 India",Pune,,
"Lemon Tree Hotel, Aurangabad",$ 53,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesParkingFree internetWifiPaid wifiPaid internetInternetFitness / spa changing roomsOutdoor poolBar / loungeCoffee shopRestaurantBreakfast buffetPoolside barCar hireTaxi serviceBanquet roomMeeting roomsSpaMassage24-hour securityBaggage storageConciergeCurrency exchangeNewspaperDoorperson24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning service,"The hotel offers 102 rooms and suites, business center, banquet and meeting Center, a multi-cuisine coffee shop - Citrus Cafe (18 hours), a hip recreation bar - Slounge, as well as an outdoor pool and fitness center to keep you feeling fresh-as-a-lemon.",,"R 7/2, Chikalthana, Airport Road, Aurangabad 431210 India",Aurangabad,,
The Ambassador Ajanta,$ 54,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessFree internetWifiInternetHot bathOutdoor poolBar / loungeRestaurantBreakfast buffetCar hireConference facilitiesBanquet roomMeeting roomsSpaConciergeDoorpersonDry cleaningLaundry service,"Hotel Ambassador Ajanta, Aurangabad is renowned for its unstinting hospitality services and is ranked amongst the best heritage hotels in Aurangabad. The hotel is situated just 10 minutes from the Aurangabad airport and only a step away from the main business district - giving travellers easy access to Aurangabad. 16 Acres of lush green hotel, situated in Town Centre ideal for Leisure as well for Business stay. With its artistic look, the Ambassador Ajanta, Aurangabad is an iconic landmark of the city. Have a relaxing and rejuvenating stay with us on your next trip at the best hotel near airport in Aurangabad. Ambassador Ajanta, Aurangabad offers the finest rooms in Aurangabad - choose form a range of rooms and suites to suite your needs. The Deluxe and Executive Rooms offer a comfortable stay for leisure and business travellers, whereas the Executive and Presidential Suites offer unstinting style and comfort for guests with a discerning outlook.","('AURA-Aurangabad', 'MGM APJ Abdul Kalam Astrospace Science Centre & Club', 'Pvr', 'Patanadevi')","Jaina Road R - 4, Aurangabad 431003 India",Aurangabad,,
